loss,lr,train_precision_macro,train_recall_macro,train_f1_macro,valid_precision_macro,valid_recall_macro,valid_f1_macro
0.002725025785172938,0.0018000000000000002,0.8626537979672129,0.9990786357617873,0.9085040159676243,0.9079571584886589,0.9987926720892379,0.9441022606331352
0.002817321577835913,0.0018000000000000002,0.8668326155274294,0.9989321923609334,0.9136093451536242,0.9238784530825607,0.9986762097731591,0.9560103644627027
0.002954109518148508,0.0018000000000000002,0.860023536831451,0.9989561188670004,0.9063714775123124,0.9150701331874127,0.9986916116419218,0.9495693591104917
0.0028309367263958216,0.0018000000000000002,0.8519352092386755,0.9989568371841309,0.8968668988174211,0.9376515747339595,0.9987197550084974,0.9649671672756746
0.002626410702991683,0.0018000000000000002,0.850200814142222,0.9992340036977422,0.8913903151751188,0.9066748471498971,0.9991171950459589,0.9400147236276781
0.0026455903161865958,0.0018000000000000002,0.8580784471005437,0.9995416902722284,0.8953032069655176,0.8927953840505491,0.9996832790237944,0.9161139524261983
0.00259957579207908,0.0018000000000000002,0.8630153964955651,0.999565737465343,0.9003910179766859,0.9145831570520013,0.9996651634700296,0.9393350651510415
0.002737998200347436,0.0018000000000000002,0.8738370971018998,0.9990725281995044,0.9193775806964852,0.9196175541962008,0.9988153114041566,0.9521078826650635
0.002570233277683165,0.0018000000000000002,0.8755154717770697,0.9994526777179209,0.9189237556743428,0.9512834220495509,0.9995513370287956,0.9730530210158157
0.0026838315106772243,0.0018000000000000002,0.8809859230544291,0.999544193094543,0.9217362538891367,0.9713327722344973,0.9996678710194938,0.984743251952042
0.0025864425114129124,0.0018000000000000002,0.8790327870157029,0.9995525479216499,0.9195808358291193,0.9715563740817492,0.9996670455866481,0.9848654088468964
0.002501026558837951,0.0018000000000000002,0.8549736122127015,0.998889168546918,0.9008266687712232,0.9492310032230558,0.9986003332326308,0.9722001612878493
0.0026774564630659635,0.0018000000000000002,0.8564012136296391,0.9990629705461482,0.9003394312459332,0.9403038617967695,0.9987774777316696,0.9665074106513745
0.0024735572125606257,0.0018000000000000002,0.8589234796459542,0.9990963825913418,0.9030977369995459,0.9385110194971598,0.9988212176658982,0.965684184597057
0.002523091248308639,0.0018000000000000002,0.8807032938107064,0.9995389640380691,0.9211257319920492,0.9716894362400199,0.9996536566389104,0.9849148615631295
0.0024636252052588708,0.0018000000000000002,0.8819204347312113,0.9995671490000448,0.9222395904953062,0.9742019882887527,0.999701791214246,0.9862291014631354
0.0024530541443996525,0.0016200000000000001,0.8874247082829707,0.9995437193625325,0.9269956958202421,0.9729796878250384,0.9996392324817818,0.9855625574549984
0.002541250667350229,0.0016200000000000001,0.8789173351265607,0.9995639888367616,0.9181621442668392,0.9617322134596447,0.9996583904141694,0.9784305899665778
0.002677791201953583,0.0016200000000000001,0.8817911368095486,0.9995701311431672,0.9219205309160126,0.9684457436735905,0.9996616174267936,0.9832731158569563
0.0023853522710400375,0.0016200000000000001,0.883530564791913,0.9995449929536375,0.9237809723267874,0.9716515191997542,0.9996815751638529,0.9849200195462211
0.002503840553378791,0.0016200000000000001,0.8634372110987245,0.9995498937509053,0.9015679507577026,0.8998148818208936,0.9996251977684789,0.9272970165009882
0.0024389986821229176,0.0016200000000000001,0.8748389077891474,0.9995557596321056,0.9141614198868497,0.930129414312582,0.9996614204625527,0.9544444485354027
0.0024415213467099827,0.0016200000000000001,0.8841629438398119,0.9995486231382859,0.9238612338425218,0.9738000482132206,0.9996796492562909,0.986012447104849
0.0023841669489148266,0.0016200000000000001,0.8848805977146352,0.9995416882683861,0.9247184301259954,0.9604138983970857,0.9996445496209678,0.9777583821699009
0.002416209627343321,0.0016200000000000001,0.8628750520462789,0.999510713576687,0.9008506205206832,0.9582615389031428,0.9996087010318757,0.9766348361625348
0.0023838642437195912,0.0016200000000000001,0.854446506597491,0.9995392080719288,0.889903826269734,0.90939190459286,0.9996378162420205,0.9351190329207927
0.0023523462987238425,0.0016200000000000001,0.8839206992669438,0.9995705110171943,0.9232444200071882,0.9749297014851224,0.9996573840003087,0.9865748240682038
0.002432458228662677,0.0016200000000000001,0.8781757110415562,0.9995250847752224,0.9186517679433377,0.9313925288988963,0.999649898018833,0.9570796812542621
0.0022271020880579437,0.0016200000000000001,0.8540643217651727,0.9989782139874068,0.8980294837226377,0.913565910750533,0.9987205103778437,0.946880417182935
